player,position,age,mp,starts,minutes,gls,ast,crdY,crdR,team,archivo_origen,number,club,birth_date,min,city_id,latitude,longitude,altitude_meters,id,team_name,league,matches_played,shots,goals,xg_for,fifa_code,iso2_code,city_name,country,venue_name,region_cluster,airport_code,match_number,home_team_id,away_team_id,stage_id,kickoff_at,match_label,birth_place,stadium_id,stadium_name,filename,group_letter,is_placeholder,nationality_name,nation_team_id,stage_name,stage_order,group,rank,w,d,l,gf,ga,gd,pts,last_5,team_code
,,,,,,,,,,,teams.csv,,,,,,,,,40.0,Jordan,,,,,,JOR,,,,,,,,,,,,,,,,,J,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,41.0,Portugal,,,,,,POR,,,,,,,,,,,,,,,,,K,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,42.0,Winner FIFA Playoff 1,,,,,,FP01,,,,,,,,,,,,,,,,,K,True,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,43.0,Uzbekistan,,,,,,UZB,,,,,,,,,,,,,,,,,K,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,44.0,Colombia,,,,,,COL,,,,,,,,,,,,,,,,,K,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,45.0,England,,,,,,ENG,,,,,,,,,,,,,,,,,L,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,46.0,Croatia,,,,,,CRO,,,,,,,,,,,,,,,,,L,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,47.0,Ghana,,,,,,GHA,,,,,,,,,,,,,,,,,L,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,48.0,Panama,,,,,,PAN,,,,,,,,,,,,,,,,,L,False,,,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina,1369.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poland,1353.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portugal,1354.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,1325.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,1335.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,1337.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,1318.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,105035.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,1343.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,1362.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway,1352.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scotland,1359.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denmark,1331.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hungary,1886.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden,1363.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,1322.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finland,1334.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,1386.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,1370.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wales,1367.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,1387.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,111455.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czech Republic,1330.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukraine,1366.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greece,1338.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Ireland,110081.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iceland,1341.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,111473.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China PR,1413.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,1357.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of Ireland,1355.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania,1356.0,,,,,,,,,,,,,
,,,,,,,,,,,team_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,1415.0,,,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group Stage,1.0,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Round of 32,2.0,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Round of 16,3.0,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quarterfinals,4.0,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semifinals,5.0,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Third Place Playoff,6.0,,,,,,,,,,,
,,,,,,,,,,,tournament_stages.csv,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Final,7.0,,,,,,,,,,,
,,,0.0,,,,,,,mx Mexico,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,D,W,W,W",
,,,0.0,,,,,,,za South Africa,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,D,L,D",
,,,0.0,,,,,,,kr Korea Republic,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,W",
,,,0.0,,,,,,,cz Czechia,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,D,W,W",
,,,0.0,,,,,,,ca Canada,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,D,W,D",
,,,0.0,,,,,,,ba Bosnia-Herzegovina,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,D,D,D,D",
,,,0.0,,,,,,,qa Qatar,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,D,W,L,D",
,,,0.0,,,,,,,ch Switzerland,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,L,D,W,D",
,,,0.0,,,,,,,br Brazil,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,L,W,W,W",
,,,0.0,,,,,,,ma Morocco,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,D,W,W,D",
,,,0.0,,,,,,,ht Haiti,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,D,W,L",
,,,0.0,,,,,,,sct Scotland,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,W",
,,,0.0,,,,,,,us United States,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,L",
,,,0.0,,,,,,,py Paraguay,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,W,W,L,W",
,,,0.0,,,,,,,au Australia,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,L,L,L,D",
,,,0.0,,,,,,,tr Türkiye,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,W,W,W",
,,,0.0,,,,,,,de Germany,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,W,W",
,,,0.0,,,,,,,cw Curaçao,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,L,W",
,,,0.0,,,,,,,ci Côte d'Ivoire,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,W,W,W",
,,,0.0,,,,,,,ec Ecuador,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,D,W,W",
,,,0.0,,,,,,,nl Netherlands,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,D,L,W",
,,,0.0,,,,,,,jp Japan,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,W,W",
,,,0.0,,,,,,,se Sweden,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,W,L,D",
,,,0.0,,,,,,,tn Tunisia,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,L,L",
,,,0.0,,,,,,,be Belgium,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,D,W,W",
,,,0.0,,,,,,,eg Egypt,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,W,L",
,,,0.0,,,,,,,ir IR Iran,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,W,W,W",
,,,0.0,,,,,,,nz New Zealand,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,L,L,L,L",
,,,0.0,,,,,,,es Spain,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,D,W",
,,,0.0,,,,,,,cv Cape Verde,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,W,W,W",
,,,0.0,,,,,,,sa Saudi Arabia,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,L,L,W,D",
,,,0.0,,,,,,,uy Uruguay,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,L,D,D",
,,,0.0,,,,,,,fr France,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,L,W",
,,,0.0,,,,,,,sn Senegal,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,L,D",
,,,0.0,,,,,,,iq Iraq,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,D,L",
,,,0.0,,,,,,,no Norway,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,D,W,D",
,,,0.0,,,,,,,ar Argentina,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group J,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,W,W",
,,,0.0,,,,,,,dz Algeria,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group J,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,W,D,W",
,,,0.0,,,,,,,at Austria,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group J,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,W,W,W",
,,,0.0,,,,,,,jo Jordan,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group J,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,L,D,L,L",
,,,0.0,,,,,,,pt Portugal,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group K,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,W,D,W,W",
,,,0.0,,,,,,,cd Congo DR,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group K,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,W,W,D,L",
,,,0.0,,,,,,,uz Uzbekistan,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group K,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,L,L,L",
,,,0.0,,,,,,,co Colombia,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group K,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,W",
,,,0.0,,,,,,,eng England,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,D,L,W",
,,,0.0,,,,,,,hr Croatia,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,L,L,W",
,,,0.0,,,,,,,gh Ghana,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group L,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,L,L,L,D",
,,,0.0,,,,,,,pa Panama,world_cup_2026.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group L,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,L,W,D",
,,,0.0,,,,,,,mx Mexico,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,D,W,W,W",
,,,0.0,,,,,,,za South Africa,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,D,L,D",
,,,0.0,,,,,,,kr Korea Republic,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,W",
,,,0.0,,,,,,,cz Czechia,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,D,W,W",
,,,0.0,,,,,,,ca Canada,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,D,W,D",
,,,0.0,,,,,,,ba Bosnia-Herzegovina,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,D,D,D,D",
,,,0.0,,,,,,,qa Qatar,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,D,W,L,D",
,,,0.0,,,,,,,ch Switzerland,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group B,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,L,D,W,D",
,,,0.0,,,,,,,br Brazil,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,L,W,W,W",
,,,0.0,,,,,,,ma Morocco,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,D,W,W,D",
,,,0.0,,,,,,,ht Haiti,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,D,W,L",
,,,0.0,,,,,,,sct Scotland,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group C,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,W",
,,,0.0,,,,,,,us United States,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,L,W,L",
,,,0.0,,,,,,,py Paraguay,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,W,W,L,W",
,,,0.0,,,,,,,au Australia,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,L,L,L,D",
,,,0.0,,,,,,,tr Türkiye,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,W,W,W",
,,,0.0,,,,,,,de Germany,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,W,W",
,,,0.0,,,,,,,cw Curaçao,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,L,W",
,,,0.0,,,,,,,ci Côte d'Ivoire,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,W,W,W",
,,,0.0,,,,,,,ec Ecuador,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group E,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,D,W,W",
,,,0.0,,,,,,,nl Netherlands,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,D,L,W",
,,,0.0,,,,,,,jp Japan,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,W,W",
,,,0.0,,,,,,,se Sweden,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,W,L,D",
,,,0.0,,,,,,,tn Tunisia,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group F,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,L,L",
,,,0.0,,,,,,,be Belgium,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,D,W,W",
,,,0.0,,,,,,,eg Egypt,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,W,L",
,,,0.0,,,,,,,ir IR Iran,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,L,W,W,W",
,,,0.0,,,,,,,nz New Zealand,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,L,L,L,L",
,,,0.0,,,,,,,es Spain,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D,W,D,D,W",
,,,0.0,,,,,,,cv Cape Verde,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,W,W,W",
,,,0.0,,,,,,,sa Saudi Arabia,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"L,L,L,W,D",
,,,0.0,,,,,,,uy Uruguay,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group H,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,D,L,D,D",
,,,0.0,,,,,,,fr France,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,L,W",
,,,0.0,,,,,,,sn Senegal,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,L,D",
,,,0.0,,,,,,,iq Iraq,world_cup_2026_groups.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group I,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"W,W,W,D,L",
